Event	ID	Name			Wwise Object Path	Notes
	1042110684	Dialog_heryouare			\Default Work Unit\VS\Dialogs\Dialog_heryouare	
	1093683547	Dialog_Princecall			\Default Work Unit\VS\Dialogs\Dialog_Princecall	
	1491659777	Liyacalls			\Default Work Unit\VS\Dialogs\Liyacalls	
	2750274410	Dialog_Lost_liya			\Default Work Unit\VS\Dialogs\Dialog_Lost_liya	
	2901257146	Dialog_init			\Default Work Unit\VS\Dialogs\Dialog_init	
	3555504738	Dialog_ListenPrince			\Default Work Unit\VS\Dialogs\Dialog_ListenPrince	
	3710527641	Dialog_Whydid			\Default Work Unit\VS\Dialogs\Dialog_Whydid	

Switch Group	ID	Name			Wwise Object Path	Notes
	1491659777	Liyacalls			\Default Work Unit\Liyacalls	

Switch	ID	Name	Switch Group			Notes
	769656030	Hide_in_there	Liyacalls			
	1160234136	Normal	Liyacalls			
	2659447112	Allright	Liyacalls			
	3210724737	Hush	Liyacalls			
	3349000824	Listen_Prince	Liyacalls			
	3453718589	Go_on	Liyacalls			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	1764685	Calls1	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\Calls1_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Prince\Princecalls\Calls1		76325
	34113952	S_DIA_VS_LIYACALLS-006	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_DIA_VS_LIYACALLS-006_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Gameplay Voice\Calls Prince\Tone\HUshseq\Hush\S_DIA_VS_LIYACALLS-006		68026
	77561436	Calls4	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\Calls4_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Prince\Princecalls\Calls4		82535
	77567590	S_DIA_VS_LIYACALLS-008	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_DIA_VS_LIYACALLS-008_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Gameplay Voice\Calls Prince\Tone\HUshseq\Hush\S_DIA_VS_LIYACALLS-008		40918
	84126565	S_DIA_VS_Getout	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_DIA_VS_Getout_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Gameplay Voice\Calls Prince\Tone\S_DIA_VS_Getout		82085
	93016617	S_DIA_VS_Wherareyou-003	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_DIA_VS_Wherareyou-003_BC530EEA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Gameplay Voice\Calls Prince\Lost\S_DIA_VS_Wherareyou-003		53925
	103330291	Liya init-001	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\Liya init-001_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Dialogs\Sequence init\Liya init-001		73072
	121496141	S_DIA_VS_Wherareyou-002	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_DIA_VS_Wherareyou-002_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Gameplay Voice\Calls Prince\Lost\S_DIA_VS_Wherareyou-002		62773
	196941266	Liya init-003	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\Liya init-003_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Dialogs\Sequence init\Liya init-003		108242
	198788636	I'm sorry	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\I'm sorry_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Liya\Dialogs\Sequence init\I'm sorry		92937
