Event	ID	Name			Wwise Object Path	Notes
	67685155	Cin_HitCorpse			\Default Work Unit\VS\Cin_HitCorpse	
	246825020	Moving_soldier			\Default Work Unit\VS\Moving_soldier	
	259090811	StopTearing			\Default Work Unit\VS\StopTearing	
	357264855	SecretPassage			\Default Work Unit\VS\SecretPassage	
	415739490	moving_corpse			\Default Work Unit\VS\moving_corpse	
	546651181	Dog			\Default Work Unit\VS\Houses\Dog	
	695504409	Penduloop			\Default Work Unit\VS\Penduloop	
	790619006	Sewingfactory			\Default Work Unit\VS\Houses\Sewingfactory	
	820827392	Mute_Moving_Soldier			\Default Work Unit\VS\Mute_Moving_Soldier	
	915067390	Hen			\Default Work Unit\VS\Houses\Hen	
	1653961176	Corpseflies			\Default Work Unit\VS\Corpseflies	
	1803197027	Stick			\Default Work Unit\VS\Stick	
	2046419128	Tearingposter			\Default Work Unit\VS\Tearingposter	
	2108780406	Conescast			\Default Work Unit\VS\Conescast	
	2259368400	Cin_Oneshot_Prince			\Default Work Unit\VS\Cin_Oneshot_Prince	
	2420232120	Stop_pendu			\Default Work Unit\VS\Stop_pendu	
	2481220117	Cin_Lostbullets			\Default Work Unit\VS\Cin_Lostbullets	
	2580551146	StartVS			\Default Work Unit\VS\StartVS	
	2926330653	Mess			\Default Work Unit\VS\Houses\Mess	
	3013141810	Footsteps_Prince_Discreet			\Default Work Unit\VS\Footsteps_Prince_Discreet	
	3049293586	Footsteps_Prince			\Default Work Unit\VS\Footsteps_Prince	
	3070694524	Cin_Sweepshot			\Default Work Unit\VS\Cin_Sweepshot	
	3129425356	Endscene			\Default Work Unit\VS\Endscene	
	3231829122	Cin_Burstshot_Prince			\Default Work Unit\VS\Cin_Burstshot_Prince	
	3287955815	Cin_Dyingsoldier			\Default Work Unit\VS\Cin_Dyingsoldier	
	3470499176	Dia_Tor_Sun			\Default Work Unit\Torture\Dia_Tor_Sun	
	3815088494	Stop_soldier			\Default Work Unit\VS\Stop_soldier	
	4007042535	TP_PRINCE			\Default Work Unit\VS\TP_PRINCE	

Switch Group	ID	Name			Wwise Object Path	Notes
	1304803515	Ambswitch			\Default Work Unit\Ambswitch	

Switch	ID	Name	Switch Group			Notes
	84696445	B	Ambswitch			
	84696446	A	Ambswitch			

Game Parameter	ID	Name			Wwise Object Path	Notes
	2185211670	Percentageposter			\Default Work Unit\Percentageposter	
	3439859032	Movingliya			\Default Work Unit\Movingliya	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	284442	Tearmed-008	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\Tearmed-008_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Affiches\Handling\Tearing\31 60\Tearmed-008		157413
	1953402	WarassetsDragunov PSL Single Shots 01 6x 08-005	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\WarassetsDragunov PSL Single Shots 01 6x 08-005_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Random war events\War events\Light war events\WarassetsDragunov PSL Single Shots 01 6x 08-005		133824
	2889626	S_SFX_VS_CIN_Hitsoldier-004	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\S_SFX_VS_CIN_Hitsoldier-004_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Endscene\Soldier\Hit_corpse\S_SFX_VS_CIN_Hitsoldier-004		37686
	2950969	WarassetsDragunov PSL Single Shots 01 6x 08-001	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\WarassetsDragunov PSL Single Shots 01 6x 08-001_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Random war events\War events\Light war events\WarassetsDragunov PSL Single Shots 01 6x 08-001		139999
	5402268	WarassetsAK47-2 Shot Sequence 11x 06-005	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\WarassetsAK47-2 Shot Sequence 11x 06-005_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Random war events\War events\Light war events\WarassetsAK47-2 Shot Sequence 11x 06-005		94454
	6940662	FIltered_Dog-006	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\FIltered_Dog-006_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Ambiantsounds\Dog\FIltered_Dog-006		46327
	6985705	WarassetsHand Mortar Small Distant-001	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\WarassetsHand Mortar Small Distant-001_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Random war events\War events\Heavy war events\WarassetsHand Mortar Small Distant-001		302234
	7173264	WarassetsMosin Nagant Shot Sequence 5x 08-004	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\WarassetsMosin Nagant Shot Sequence 5x 08-004_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Random war events\War events\Light war events\WarassetsMosin Nagant Shot Sequence 5x 08-004		79612
	8731992	FIltered_SewingA-006	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\FIltered_SewingA-006_9209B708.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Ambiantsounds\Sewinghouse\Sewinga\FIltered_SewingA-006		168816
	11147287	WarassetsAK47-2 Shot Sequence 11x 06-008	C:\Users\louis-marie.alet\Documents\WwiseProjects\TEST PAPIER DECHIRE\.cache\Windows\SFX\WarassetsAK47-2 Shot Sequence 11x 06-008_5A140B9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\VS\Ambiances\Random war events\War events\Light war events\WarassetsAK47-2 Shot Sequence 11x 06-008		176668
